Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Anna-Karin Elisabet Strmstedt,F,25.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,
Panagiotis Stroubakos,M,28.0,Greece,GRE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,
Panagiotis Stroubakos,M,31.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,
Simon Strbin,M,26.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,
Simon Strbin,M,30.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Curling,Curling Men's Curling,Bronze
Yelena Struchayeva,F,43.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Women's Trap,
Gunnar Struckmann,M,22.0,Germany,GER,2004 Summer,2004,Summer,Athina,Sailing,Sailing Mixed Multihull,
Jan-Lennard Struff,M,26.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,
Ioana Strungaru (Crciun-),F,27.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Bronze
Nicole Sandra Struse,F,29.0,Germany-2,GER,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Doubles,
Nicole Sandra Struse,F,33.0,Germany,GER,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Women's Singles,
Nicole Sandra Struse,F,33.0,Germany,GER,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Women's Doubles,
Martina Strutz,F,30.0,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Pole Vault,
Martina Strutz,F,34.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,
Hans Struzyna,M,27.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,
Barbora Strcov (-Zhlavov),F,18.0,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Tennis,Tennis Women's Singles,
Barbora Strcov (-Zhlavov),F,18.0,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Tennis,Tennis Women's Doubles,
Barbora Strcov (-Zhlavov),F,30.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,
Barbora Strcov (-Zhlavov),F,30.0,Czech Republic-1,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Bronze
Dmitry Strykov,M,21.0,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
Ole Christian Strmberg,M,29.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,
Bianca Stuart,F,24.0,Bahamas,BAH,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Long Jump,
Bianca Stuart,F,28.0,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,
Christian Stubbe,M,18.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Individual,
Rennae Stubbs,F,29.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Doubles,
Rennae Stubbs,F,33.0,Australia-1,AUS,2004 Summer,2004,Summer,Athina,Tennis,Tennis Women's Doubles,
Rennae Stubbs,F,37.0,Australia-1,AUS,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,
Lisa Christina Stubli,F,28.0,Croatia,CRO,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Marathon,
Karol Stuchlk,M,23.0,Slovakia-2,SVK,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed (Men)'s Doubles,
Christine Stckelberger,F,53.0,Switzerland,SUI,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Individual",
Christine Stckelberger,F,53.0,Switzerland,SUI,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",
"Jennifer ""Jenn"" Stuczynski-Suhr",F,26.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Pole Vault,Silver
"Jennifer ""Jenn"" Stuczynski-Suhr",F,30.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Pole Vault,Gold
"Jennifer ""Jenn"" Stuczynski-Suhr",F,34.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,
Sara Studebaker (-Hall),F,25.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 7.5 kilometres Sprint,
Sara Studebaker (-Hall),F,25.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 10 kilometres Pursuit,
Sara Studebaker (-Hall),F,25.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 15 kilometres,
Sara Studebaker (-Hall),F,25.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,
Sara Studebaker (-Hall),F,29.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,
Sara Studebaker (-Hall),F,29.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 10 kilometres Pursuit,
Sara Studebaker (-Hall),F,29.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 15 kilometres,
Sara Studebaker (-Hall),F,29.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,
Milan Studnika,M,24.0,Czech Republic,CZE,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,
Philipp Ster,M,27.0,Germany,GER,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,
Verena Stuffer,F,29.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Downhill,
Verena Stuffer,F,29.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Super G,
Ilka tuhec,F,23.0,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Downhill,
Ilka tuhec,F,23.0,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Super G,
Ilka tuhec,F,23.0,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
Ilka tuhec,F,23.0,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Combined,
Jodie Stuhmcke,F,23.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,
Tatyana Sergeyevna Stukalova,F,28.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Women's Middleweight,Bronze
Aleksey Vitalyevich Stukalsky,M,25.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,
Jozef Stmpel,M,29.0,Slovakia,SVK,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,
Jozef Stmpel,M,33.0,Slovakia,SVK,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,
Jozef Stmpel,M,37.0,Slovakia,SVK,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,
Natasha Sturges,F,29.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Windsurfer,
Marco Johann Sturm,M,23.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,
Marco Johann Sturm,M,31.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,
Ronja Fini Sturm,F,20.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,
Simon Strm,M,27.0,Switzerland,SUI,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,
Simon Strm,M,31.0,Switzerland,SUI,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Quadruple Sculls,
Daniel Andre Sturridge,M,22.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Football,Football Men's Football,
Chandra Lavon Sturrup,F,29.0,Bahamas,BAH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 100 metres,
Chandra Lavon Sturrup,F,29.0,Bahamas,BAH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 200 metres,
Chandra Lavon Sturrup,F,29.0,Bahamas,BAH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Chandra Lavon Sturrup,F,32.0,Bahamas,BAH,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 100 metres,
Chandra Lavon Sturrup,F,32.0,Bahamas,BAH,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,
Chandra Lavon Sturrup,F,36.0,Bahamas,BAH,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 100 metres,
Chandra Lavon Sturrup,F,40.0,Bahamas,BAH,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,
Khrystyna Petrivna Stuy,F,24.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 200 metres,
Khrystyna Petrivna Stuy,F,24.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
Khrystyna Petrivna Stuy,F,28.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
Zdenk tybar,M,30.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
Nadia Styger (-Hrlimann),F,27.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Downhill,
Nadia Styger (-Hrlimann),F,27.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Super G,
Nadia Styger (-Hrlimann),F,27.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
Nadia Styger (-Hrlimann),F,31.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Downhill,
Nadia Styger (-Hrlimann),F,31.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Super G,
Hugh Styles,M,26.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Multihull,
Anna Stylianou,F,14.0,Cyprus,CYP,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Freestyle,
Anna Stylianou,F,22.0,Cyprus,CYP,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Freestyle,
Anna Stylianou,F,22.0,Cyprus,CYP,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Freestyle,
Anna Stylianou,F,26.0,Cyprus,CYP,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Freestyle,
Petter Erik Stymne,M,25.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
Yury Viktorovich Styopkin,M,28.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Half-Heavyweight,Bronze
Dmitry Fyodorovich Styopushkin,M,26.0,Russia-1,RUS,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,
Dmitry Fyodorovich Styopushkin,M,26.0,Russia-1,RUS,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,
Dmitry Fyodorovich Styopushkin,M,30.0,Russia-2,RUS,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,
Dmitry Fyodorovich Styopushkin,M,34.0,Russia-1,RUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,
Emil Christian Str,M,23.0,Denmark,DEN,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
Emil Christian Str,M,23.0,Denmark,DEN,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
Steffen Skr Strseth,M,25.0,Norway,NOR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,
Su Bingtian,M,22.0,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,
Su Bingtian,M,22.0,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
Su Bingtian,M,26.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
Su Bingtian,M,26.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
Su Hui,M,22.0,China,CHN,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Single Sculls,
Su Li-Wen,F,27.0,Chinese Taipei,TPE,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Featherweight,
Su Rifeng,M,30.0,China,CHN,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,
Su Wanwen,F,25.0,China,CHN,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Individual",
Su Wanwen,F,25.0,China,CHN,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Team",
Su Xinyue,F,24.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,
Su Yiping,F,25.0,China,CHN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 100 metres Hurdles,
Su Yuling,F,23.0,China,CHN,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Air Pistol, 10 metres",
Derek Sua,M,28.0,Samoa,SAM,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Heavyweight,
Seilala Mang Sua,F,22.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Discus Throw,
Seilala Mang Sua,F,26.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Discus Throw,
Alejandro Surez Velzquez,M,23.0,Mexico,MEX,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 5,000 metres",
Alejandro Surez Velzquez,M,27.0,Mexico,MEX,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",
Osvaldo Juan Ariel Surez,M,32.0,Argentina,ARG,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Double Sculls,
Carla Surez Navarro,F,19.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,
Carla Surez Navarro,F,23.0,Spain,ESP,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,
Carla Surez Navarro,F,27.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,
Carla Surez Navarro,F,27.0,Spain-1,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Mixed Doubles,
Carla Surez Navarro,F,27.0,Spain-1,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,
Carlos Suarez,M,19.0,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Flyweight,
Charly Coronel Suarez,M,27.0,Philippines,PHI,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,
Freddy Jos Surez Herrera,M,28.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,
Jonathan Fernando Surez Freitez,M,25.0,Venezuela,VEN,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's BMX,
Leonel Surez Fajardo,M,20.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,Bronze
Leonel Surez Fajardo,M,24.0,Cuba,CUB,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,Bronze
Leonel Surez Fajardo,M,28.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,
Leticia Surez,F,31.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Doubles,
Luis Alberto Surez Daz,M,25.0,Uruguay,URU,2012 Summer,2012,Summer,London,Football,Football Men's Football,
Manuel Surez Barrios,M,22.0,Cuba,CUB,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Double Sculls,
Paola Lorena Surez,F,24.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Singles,
Paola Lorena Surez,F,24.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Doubles,
Paola Lorena Surez,F,28.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Tennis,Tennis Women's Singles,
Paola Lorena Surez,F,28.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Tennis,Tennis Women's Doubles,Bronze
Paola Lorena Surez,F,36.0,Argentina,ARG,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,
Oscar David Suazo Velzquez,M,20.0,Honduras,HON,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
Julio Csar Suazo Bernrdez,M,21.0,Honduras,HON,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
Maynor Ren Suazo Antunez,M,21.0,Honduras,HON,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
Ricky Achmad Subagja,M,29.0,Indonesia-2,INA,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Men's Doubles,
Jamie Chen Subandhi,F,26.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,
"Pernell Karl ""PK"" Subban",M,24.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Albert Subirats Altes,M,17.0,Venezuela,VEN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Freestyle,
Albert Subirats Altes,M,21.0,Venezuela,VEN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Freestyle,
Albert Subirats Altes,M,21.0,Venezuela,VEN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Butterfly,
Albert Subirats Altes,M,25.0,Venezuela,VEN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Butterfly,
Albert Subirats Altes,M,29.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,
Albert Subirats Altes,M,29.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,
Ana Suboti,F,28.0,Serbia,SRB,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Marathon,
Raman Subramanyan,M,31.0,India,IND,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Men's Doubles,
Nora Subschinski,F,16.0,Germany,GER,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Synchronized Platform,
Nora Subschinski,F,20.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Synchronized Platform,
Nora Subschinski,F,24.0,Germany,GER,2012 Summer,2012,Summer,London,Diving,Diving Women's Springboard,
Nora Subschinski,F,24.0,Germany,GER,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Platform,
Nora Subschinski,F,28.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,
Nora Subschinski,F,28.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,
Mara Beln Succi,F,22.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
Mara Beln Succi,F,30.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
Martina Such,F,23.0,Slovakia,SVK,2004 Summer,2004,Summer,Athina,Tennis,Tennis Women's Singles,
Martina Such,F,23.0,Slovakia-1,SVK,2004 Summer,2004,Summer,Athina,Tennis,Tennis Women's Doubles,
Kanet Sucharitakul,M,21.0,Thailand,THA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
Kanet Sucharitakul,M,21.0,Thailand,THA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,
Mlanie Suchet,F,25.0,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Downhill,
Mlanie Suchet,F,25.0,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Super G,
Dominik Such,M,22.0,Czech Republic-1,CZE,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,
Dominik Such,M,26.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,
Radoslav Such,M,29.0,Slovakia,SVK,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,
Ioan Silviu Suciu,M,22.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,
Ioan Silviu Suciu,M,22.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,
Ioan Silviu Suciu,M,22.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,
Ioan Silviu Suciu,M,22.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,
Ioan Silviu Suciu,M,22.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,
Ioan Silviu Suciu,M,22.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,
Ioan Silviu Suciu,M,22.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Rings,
Ioan Silviu Suciu,M,22.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,
Ioan Silviu Suciu,M,26.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,
Ioan Silviu Suciu,M,26.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Ioan Silviu Suciu,M,26.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,
Ioan Silviu Suciu,M,26.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,
Ioan Silviu Suciu,M,26.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,
Ioan Silviu Suciu,M,26.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,
Ioan Silviu Suciu,M,26.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,
Ioan Silviu Suciu,M,26.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,
Soner Sucu,M,21.0,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
Svetlana Fyodorovna Sudak-Torun,F,29.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Hammer Throw,
Svetlana Fyodorovna Sudak-Torun,F,33.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Hammer Throw,
Svetlana Fyodorovna Sudak-Torun,F,37.0,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Hammer Throw,
Marina Vladimirovna Sudakova (Yartseva-),F,27.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
Tatyana Sudarikova,F,27.0,Kyrgyzstan,KGZ,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Javelin Throw,
I Gede Siman Sudartawa,M,17.0,Indonesia,INA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,
Bnyamin Suda,M,25.0,Turkey,TUR,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Middle-Heavyweight,
Bnyamin Suda,M,32.0,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Heavyweight,
Nikola Sudov,F,19.0,Czech Republic,CZE,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Women's Moguls,
Nikola Sudov,F,23.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Women's Moguls,
Nikola Sudov,F,27.0,Czech Republic,CZE,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Women's Moguls,
Nikola Sudov,F,31.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Moguls,
rka Sudov,F,20.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Women's Moguls,
rka Sudov,F,24.0,Czech Republic,CZE,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Women's Moguls,
Grzegorz Sudo,M,25.0,Poland,POL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 50 kilometres Walk,
Grzegorz Sudo,M,29.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 50 kilometres Walk,
Grzegorz Sudo,M,33.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 20 kilometres Walk,
Ender Petru Sudureac,M,26.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
Ender Petru Sudureac,M,30.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
Keith Sudziarski,M,28.0,United States Virgin Islands,ISV,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,
Luis Pedro Suela Mndez,M,24.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,
Yuta Suenaga,M,23.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Breaststroke,
Yuta Suenaga,M,23.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Breaststroke,
Taimara Suero Coronado,F,20.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,
